row_id,anon_vehicle_num,vehicle_type,axles_num,vehicle_code,payment_code_type,GBP_payment_amount,tollplaza_id,tollplaza_code,day_name_of_week,month_name,day_of_month,time,year
626,3403611,car,2,VC965,PTC,1.81,4343,PC0F6325D,Mon,Aug,2,14:33:38,2021
627,1595918,car,2,VC965,PTC,0.68,4427,PCD70DDDF,Thu,Aug,5,15:33:15,2021
628,3632725,truck,4,VCB43,PTE,3.12,4434,PCA491459,Sat,Aug,21,08:47:46,2021
629,7371447,car,2,VC965,PTE,6.95,4323,PC1D9ADA9,Fri,Aug,13,09:06:03,2021
630,6099248,car,2,VC965,PTP,4.57,4260,PC1A4796C,Sat,Aug,21,08:46:15,2021
631,1660640,car,2,VC965,PTE,6.57,4621,PC9FB4E82,Sun,Aug,22,08:07:57,2021
632,1690777,car,2,VC965,PTE,4.33,4334,PCCB383F8,Mon,Aug,16,16:01:24,2021
633,1115588,car,2,VC965,PTP,0.18,4507,PC11DCA73,Tue,Aug,10,08:08:11,2021
634,352509,truck,4,VCB43,PTC,7.62,4846,PCBABD060,Sat,Jul,31,14:08:13,2021
635,7348691,car,2,VC965,PTP,1.72,4927,PC2D22627,Mon,Aug,16,16:25:58,2021
636,6742693,van,2,VCD2F,PTC,5.76,4736,PC6A65941,Mon,Aug,9,05:15:00,2021
637,8887256,truck,4,VCB43,PTE,0.51,4793,PCD8E3CCB,Sun,Aug,8,11:02:00,2021
638,9285412,car,2,VC965,PTC,0.13,4453,PC5EC8DF5,Sat,Jul,31,03:42:19,2021
639,1520291,van,2,VCD2F,PTC,1.53,4875,PC40FC710,Tue,Aug,3,11:23:12,2021
640,5214202,car,2,VC965,PTE,3.74,4435,PC3E78C17,Sat,Jul,31,21:52:05,2021
641,6933776,car,2,VC965,PTP,7.37,4254,PC0C0EE22,Wed,Aug,11,00:23:50,2021
642,3903772,car,2,VC965,PTE,3.17,4664,PC52D063A,Thu,Aug,12,00:46:30,2021
643,5258730,car,2,VC965,PTE,1.62,4876,PCDFCFF53,Fri,Aug,20,22:47:33,2021
644,1853606,car,2,VC965,PTC,0.7,4270,PC8F72158,Sun,Aug,22,15:57:17,2021
645,8435752,car,2,VC965,PTE,0.83,4003,PC83F544D,Mon,Aug,9,11:42:35,2021
646,2536867,car,2,VC965,PTE,7.4,4490,PC89C1789,Tue,Aug,3,23:46:30,2021
647,9418417,truck,4,VCB43,PTC,5.19,4872,PC5B45CE7,Sat,Aug,14,00:00:51,2021
648,8428668,car,2,VC965,PTE,8.06,4358,PC32FB72C,Fri,Aug,6,01:00:45,2021
649,4395137,car,2,VC965,PTE,5.8,4596,PC6558A56,Tue,Aug,3,15:37:52,2021
650,1030027,car,2,VC965,PTC,5.65,4519,PC92A6471,Mon,Aug,2,12:15:01,2021
651,9415672,car,2,VC965,PTC,7.78,4470,PCB4FF8FA,Tue,Aug,10,11:43:45,2021
652,7396595,van,2,VCD2F,PTC,1.5,4550,PC21A1833,Mon,Aug,9,01:26:55,2021
653,9636439,car,2,VC965,PTC,8.55,4266,PC39B17A9,Fri,Aug,20,06:36:00,2021
654,3354465,car,2,VC965,PTP,0.52,4895,PC37F171A,Fri,Aug,20,09:32:30,2021
655,5520004,truck,4,VCB43,PTE,8.5,4711,PC340B4DE,Sat,Aug,14,00:32:36,2021
656,5856047,car,2,VC965,PTP,0.89,4997,PC8111910,Tue,Aug,17,00:01:05,2021
657,1820040,truck,4,VCB43,PTE,2.33,4131,PC4C9B108,Fri,Aug,6,12:04:19,2021
658,6020442,car,2,VC965,PTC,4.46,4809,PCAD363FC,Wed,Aug,11,19:59:57,2021
659,3849475,car,2,VC965,PTC,7.39,4908,PC3D16FC5,Fri,Aug,13,17:23:26,2021
660,704494,car,2,VC965,PTE,5.0,4369,PCD5CBB82,Sat,Aug,21,17:15:49,2021
661,8603298,car,2,VC965,PTE,0.56,4226,PCDC5C9E2,Thu,Aug,5,09:20:33,2021
662,4799222,car,2,VC965,PTP,1.98,4273,PC0EF5BA6,Thu,Aug,12,22:36:25,2021
663,5004597,car,2,VC965,PTC,4.31,4183,PCF5E7754,Sat,Aug,21,23:35:39,2021
664,7561863,car,2,VC965,PTE,1.77,4123,PCDE850D8,Tue,Aug,3,06:56:46,2021
665,8591617,car,2,VC965,PTE,2.78,4879,PCC90A061,Tue,Aug,3,20:06:23,2021
666,5883883,car,2,VC965,PTC,2.69,4258,PCAC64E67,Fri,Aug,20,01:05:05,2021
667,3813810,car,2,VC965,PTC,1.44,4061,PC3A63A79,Fri,Aug,6,02:00:59,2021
668,2476675,truck,4,VCB43,PTC,6.83,4369,PCD5CBB82,Thu,Aug,5,14:04:38,2021
669,5957485,car,2,VC965,PTP,7.97,4223,PCA37D114,Fri,Jul,30,20:27:55,2021
670,6064981,van,2,VCD2F,PTE,7.26,4010,PC3A7AACB,Tue,Aug,10,06:30:01,2021
671,6289285,car,2,VC965,PTC,6.24,4502,PCB2CC82C,Thu,Jul,29,17:01:07,2021
672,6164905,truck,4,VCB43,PTC,4.93,4114,PC4CD2B81,Thu,Jul,29,16:59:31,2021
673,2657309,car,2,VC965,PTC,8.56,4489,PCEFF6088,Fri,Aug,13,22:36:23,2021
674,1091632,car,2,VC965,PTP,7.78,4370,PC70B7987,Thu,Aug,12,07:51:22,2021
675,6236249,truck,4,VCB43,PTC,1.41,4951,PCE9CE23F,Sat,Aug,14,08:25:48,2021
676,8118921,truck,4,VCB43,PTC,0.88,4231,PC016D687,Sun,Aug,15,20:58:19,2021
677,4930492,van,2,VCD2F,PTC,5.82,4172,PC1A43FB7,Sun,Aug,15,07:01:54,2021
678,213950,truck,4,VCB43,PTE,5.78,4330,PCBD023A3,Thu,Aug,19,17:00:34,2021
679,2379442,truck,4,VCB43,PTE,3.67,4218,PC8DF4919,Fri,Aug,20,02:38:02,2021
680,2425063,van,2,VCD2F,PTE,7.4,4541,PCC6A4CD8,Mon,Aug,9,04:39:27,2021
681,7001575,car,2,VC965,PTP,1.88,4297,PCDE89544,Thu,Aug,12,02:50:56,2021
682,7504072,car,2,VC965,PTE,8.26,4920,PC42A3AB0,Sat,Aug,21,13:25:48,2021
683,1083028,car,2,VC965,PTE,1.26,4797,PCE2D63A7,Wed,Aug,4,20:43:10,2021
684,5262688,car,2,VC965,PTE,1.91,4267,PCE51C5C7,Tue,Aug,10,09:21:43,2021
685,1074381,truck,4,VCB43,PTP,5.12,4741,PC85A4D4B,Tue,Aug,3,09:51:32,2021
686,3483985,car,2,VC965,PTC,7.23,4371,PC7E22FD8,Fri,Aug,20,18:39:12,2021
687,3685214,car,2,VC965,PTC,2.69,4892,PC7AA5B2F,Tue,Aug,10,01:09:38,2021
688,5668290,car,2,VC965,PTC,6.4,4383,PC4BFE950,Fri,Aug,13,03:50:13,2021
689,2505055,car,2,VC965,PTP,5.69,4951,PCE9CE23F,Tue,Aug,17,11:41:52,2021
690,8945301,van,2,VCD2F,PTC,2.7,4442,PC05C2F86,Thu,Aug,12,09:28:16,2021
691,8927267,car,2,VC965,PTE,6.39,4694,PCBCF42C2,Sun,Aug,22,10:37:24,2021
692,9640874,truck,4,VCB43,PTP,7.88,4194,PC96AD1EB,Thu,Aug,19,16:10:17,2021
693,5414117,van,2,VCD2F,PTP,1.66,4872,PC5B45CE7,Fri,Aug,20,01:05:07,2021
694,560693,car,2,VC965,PTE,8.25,4194,PC96AD1EB,Fri,Aug,13,03:12:57,2021
695,7123396,truck,4,VCB43,PTE,6.29,4282,PCCE002E5,Tue,Aug,10,08:12:09,2021
696,3862669,truck,4,VCB43,PTE,6.58,4202,PC65AA714,Mon,Aug,9,11:55:17,2021
697,6074080,van,2,VCD2F,PTP,5.2,4067,PC1CCD955,Sun,Aug,8,19:59:42,2021
698,4726446,car,2,VC965,PTE,2.04,4405,PC70CA955,Sun,Aug,8,04:53:28,2021
699,8454959,car,2,VC965,PTP,7.77,4822,PCD1EB220,Sun,Aug,15,03:26:42,2021
700,5600873,car,2,VC965,PTE,6.2,4100,PCC6DD8D5,Tue,Aug,10,10:28:39,2021
701,246731,car,2,VC965,PTC,3.78,4362,PC670999C,Sat,Jul,31,15:44:26,2021
702,6548772,truck,4,VCB43,PTP,4.36,4655,PCF9CAB22,Wed,Aug,18,09:23:19,2021
703,1816731,truck,4,VCB43,PTC,0.3,4206,PCAC34A40,Sat,Jul,31,16:42:00,2021
704,6533730,car,2,VC965,PTC,7.72,4909,PCDED6F20,Wed,Aug,11,17:52:18,2021
705,8497957,car,2,VC965,PTP,1.6,4635,PC3C8B99E,Mon,Aug,9,06:15:17,2021
706,5027644,car,2,VC965,PTE,4.62,4378,PC074E6A8,Fri,Aug,20,22:15:51,2021
707,6347920,car,2,VC965,PTE,1.24,4808,PC2729737,Sun,Aug,15,23:04:51,2021
708,3371782,truck,4,VCB43,PTP,5.05,4302,PCBA83119,Mon,Aug,16,07:18:22,2021
709,2738537,car,2,VC965,PTC,2.14,4221,PC90AAFDA,Sat,Aug,14,12:59:28,2021
710,6929785,car,2,VC965,PTC,2.39,4387,PCE2B9376,Mon,Aug,2,07:06:01,2021
711,8904786,car,2,VC965,PTC,8.14,4904,PC36C6441,Tue,Aug,10,03:18:53,2021
712,1565319,car,2,VC965,PTP,4.35,4465,PCA227C6B,Sun,Aug,15,00:10:07,2021
713,7209312,van,2,VCD2F,PTC,0.34,4863,PCA8F9E50,Sun,Aug,15,02:02:22,2021
714,1035505,truck,4,VCB43,PTP,1.36,4965,PCA0BAE0F,Sat,Jul,31,23:01:19,2021
715,9949432,truck,4,VCB43,PTP,7.98,4412,PC821BC98,Thu,Aug,12,22:16:26,2021
716,3093849,truck,4,VCB43,PTC,8.24,4861,PC670F1AC,Mon,Aug,9,07:43:56,2021
717,8252431,truck,4,VCB43,PTP,6.15,4420,PCFDB2950,Tue,Aug,10,20:23:04,2021
718,3416177,car,2,VC965,PTP,0.73,4026,PC2CE9851,Sun,Aug,1,12:03:00,2021
719,9998600,car,2,VC965,PTC,4.36,4108,PC7C55512,Thu,Jul,29,15:44:59,2021
720,7560984,car,2,VC965,PTP,6.56,4123,PCDE850D8,Tue,Aug,3,12:24:20,2021
721,8749368,van,2,VCD2F,PTE,4.52,4313,PC6D0FC31,Fri,Aug,6,04:16:15,2021
722,8251411,car,2,VC965,PTP,4.0,4936,PC7157CF3,Mon,Aug,2,16:46:49,2021
723,6573286,truck,4,VCB43,PTP,5.73,4631,PCFFF6463,Mon,Aug,16,23:11:03,2021
724,847179,truck,4,VCB43,PTP,8.38,4326,PC356AE8F,Fri,Aug,6,21:43:51,2021
725,9937023,car,2,VC965,PTE,1.07,4030,PCA8A9AA8,Thu,Aug,12,10:30:52,2021
726,506614,truck,4,VCB43,PTP,2.36,4654,PCBA5D8AB,Sun,Aug,8,10:07:31,2021
727,1731263,car,2,VC965,PTP,8.03,4519,PC92A6471,Fri,Aug,20,19:00:34,2021
728,1084601,van,2,VCD2F,PTC,3.18,4544,PC1893678,Sat,Aug,14,02:48:59,2021
729,2552719,truck,4,VCB43,PTP,2.12,4671,PCCAAFB48,Mon,Aug,2,21:20:18,2021
730,2890131,truck,4,VCB43,PTC,7.36,4354,PC0671DD4,Tue,Aug,3,15:56:44,2021
731,9857238,truck,4,VCB43,PTP,7.19,4989,PC7D7AE48,Fri,Aug,13,12:39:24,2021
732,8309956,truck,4,VCB43,PTP,6.2,4155,PC9042B3F,Sun,Aug,1,02:03:31,2021
733,2456501,car,2,VC965,PTE,6.39,4801,PC119E3A6,Sun,Aug,1,09:46:51,2021
734,9848677,van,2,VCD2F,PTP,3.98,4570,PCAE45EC0,Thu,Aug,19,18:52:28,2021
735,8816903,car,2,VC965,PTC,6.69,4134,PC767BBB2,Fri,Jul,30,21:43:09,2021
736,7407633,car,2,VC965,PTC,1.82,4071,PCDBBCB68,Fri,Aug,13,11:34:11,2021
737,849886,car,2,VC965,PTE,0.79,4183,PCF5E7754,Fri,Aug,20,10:56:47,2021
738,993101,truck,4,VCB43,PTP,7.21,4099,PC97F19B1,Wed,Aug,4,23:43:50,2021
739,5510650,truck,4,VCB43,PTE,0.51,4153,PC88C655C,Wed,Aug,18,19:20:30,2021
740,7751215,truck,4,VCB43,PTC,0.87,4219,PC40E6113,Fri,Aug,20,10:12:20,2021
741,9488458,car,2,VC965,PTC,5.22,4786,PCB7F1F8A,Sun,Aug,1,10:30:28,2021
742,3016951,car,2,VC965,PTE,5.72,4149,PC99F9ABD,Thu,Jul,29,20:09:29,2021
743,3412902,truck,4,VCB43,PTC,3.83,4967,PC2AFCB31,Sat,Aug,7,04:47:13,2021
744,5938269,car,2,VC965,PTP,7.06,4574,PCC1F6F13,Sat,Aug,14,10:44:52,2021
745,301048,car,2,VC965,PTC,6.73,4506,PCB24B68E,Fri,Aug,20,09:20:23,2021
746,2514884,car,2,VC965,PTC,4.19,4532,PC8DD921E,Tue,Aug,10,10:29:34,2021
747,8714572,truck,4,VCB43,PTE,6.68,4624,PCDF73A3C,Wed,Aug,4,10:50:57,2021
748,4912460,car,2,VC965,PTC,5.59,4219,PC40E6113,Mon,Aug,16,23:40:52,2021
749,7326275,car,2,VC965,PTC,2.24,5003,PCAC9371E,Sun,Aug,22,17:40:41,2021
750,6209351,truck,4,VCB43,PTP,6.99,4209,PC494D54E,Fri,Jul,30,01:26:02,2021
751,6287098,truck,4,VCB43,PTE,8.44,4736,PC6A65941,Tue,Aug,17,14:18:58,2021
752,2931553,van,2,VCD2F,PTC,4.69,4733,PC797AEBF,Sun,Aug,15,09:47:19,2021
753,8625410,van,2,VCD2F,PTE,5.12,4387,PCE2B9376,Tue,Aug,17,11:25:17,2021
754,5641360,truck,4,VCB43,PTC,7.0,4303,PC2E2E0C0,Tue,Aug,17,22:51:38,2021
755,7136026,van,2,VCD2F,PTE,3.66,4720,PCDD23528,Sat,Aug,7,17:49:27,2021
756,9549273,car,2,VC965,PTC,0.64,4661,PC1585DF2,Thu,Jul,29,13:29:13,2021
757,8618426,car,2,VC965,PTP,0.94,4539,PC684859B,Sat,Jul,31,15:42:55,2021
758,6668114,truck,4,VCB43,PTE,2.4,4373,PC8806694,Tue,Aug,17,09:02:03,2021
759,7979453,truck,4,VCB43,PTC,5.6,4303,PC2E2E0C0,Thu,Aug,5,14:56:52,2021
760,9590322,car,2,VC965,PTE,2.8,4405,PC70CA955,Wed,Aug,11,16:03:47,2021
761,1662925,car,2,VC965,PTC,5.06,4396,PCA00BC1C,Sun,Aug,1,13:41:36,2021
762,3391660,car,2,VC965,PTP,4.51,4894,PCDADB8C6,Fri,Aug,6,22:09:07,2021
763,5925569,car,2,VC965,PTC,0.06,4712,PC94168A2,Tue,Aug,10,06:38:40,2021
764,7938310,truck,4,VCB43,PTP,0.58,4953,PC1E2B07E,Tue,Aug,3,01:50:31,2021
765,2629303,car,2,VC965,PTP,0.82,4256,PC9DD0BBD,Mon,Aug,16,04:04:28,2021
766,8548942,truck,4,VCB43,PTP,3.59,4575,PC84D9FC1,Fri,Aug,13,03:05:26,2021
767,5563110,truck,4,VCB43,PTE,7.38,4585,PCF3AE602,Wed,Aug,4,01:27:59,2021
768,4896720,van,2,VCD2F,PTC,0.35,4631,PCFFF6463,Tue,Aug,17,19:01:51,2021
769,2227372,car,2,VC965,PTC,0.21,4798,PC17F8052,Fri,Aug,6,09:27:38,2021
770,9240446,car,2,VC965,PTC,7.73,4421,PCED2DB6F,Thu,Jul,29,18:22:20,2021
771,3633085,van,2,VCD2F,PTP,2.57,4911,PCBEF8EE1,Thu,Aug,12,05:07:24,2021
772,4895267,van,2,VCD2F,PTC,6.35,4062,PCDA37101,Fri,Aug,6,16:18:11,2021
773,75485,truck,4,VCB43,PTP,4.09,4628,PC34C1DCB,Wed,Aug,11,18:47:56,2021
774,8400110,car,2,VC965,PTE,4.85,4698,PC8BCEB19,Sun,Aug,8,11:08:50,2021
775,1593910,truck,4,VCB43,PTE,8.57,4249,PC6D2FAD0,Thu,Aug,19,16:40:11,2021
776,6058069,car,2,VC965,PTE,6.33,4958,PC8A8976A,Mon,Aug,9,18:43:19,2021
777,8805422,car,2,VC965,PTE,3.29,4282,PCCE002E5,Mon,Aug,16,02:22:25,2021
778,5997015,car,2,VC965,PTC,5.66,4182,PC5EBB0FA,Wed,Aug,18,08:26:17,2021
779,8327281,truck,4,VCB43,PTP,4.1,4727,PC52E71B8,Wed,Aug,4,07:46:02,2021
780,9894489,car,2,VC965,PTC,1.03,4326,PC356AE8F,Thu,Aug,12,02:38:19,2021
781,2013779,car,2,VC965,PTP,6.2,4462,PCE29AA1A,Sat,Aug,7,11:24:33,2021
782,8081131,car,2,VC965,PTP,2.86,4671,PCCAAFB48,Wed,Aug,18,06:35:33,2021
783,4715776,van,2,VCD2F,PTP,1.65,4627,PCA965149,Wed,Aug,4,07:01:24,2021
784,6715322,car,2,VC965,PTP,5.64,4749,PC65C93B7,Wed,Aug,18,01:20:23,2021
785,1517271,truck,4,VCB43,PTP,1.42,4015,PC524833E,Fri,Aug,20,21:30:21,2021
786,7848466,car,2,VC965,PTP,7.92,4643,PC6713209,Fri,Aug,6,05:35:59,2021
787,8613201,car,2,VC965,PTP,6.66,4130,PC9F22103,Sat,Aug,7,00:04:31,2021
788,3663181,truck,4,VCB43,PTC,5.57,4209,PC494D54E,Tue,Aug,3,21:53:21,2021
789,3413306,truck,4,VCB43,PTP,2.45,4257,PC1AB9C93,Mon,Aug,9,11:06:44,2021
790,3006302,car,2,VC965,PTC,3.06,4097,PCB1B5BEC,Sat,Aug,14,19:12:23,2021
791,6279294,car,2,VC965,PTE,2.59,4882,PC8616CD8,Fri,Aug,20,06:08:15,2021
792,1190536,car,2,VC965,PTP,7.2,4556,PC18C31F6,Mon,Aug,2,23:07:33,2021
793,6565058,truck,4,VCB43,PTE,4.13,4130,PC9F22103,Thu,Aug,12,04:21:30,2021
794,7260092,van,2,VCD2F,PTP,5.95,4198,PCB0994D1,Sat,Jul,31,21:38:30,2021
795,124836,truck,4,VCB43,PTP,5.59,4373,PC8806694,Sun,Aug,22,01:07:46,2021
796,4463920,van,2,VCD2F,PTC,6.34,4836,PCE78024A,Thu,Aug,12,04:29:31,2021
797,1092951,car,2,VC965,PTP,1.67,4769,PC10C50DC,Tue,Aug,17,21:11:01,2021
798,7683749,car,2,VC965,PTC,0.66,4370,PC70B7987,Mon,Aug,16,16:12:23,2021
799,262256,car,2,VC965,PTC,7.41,4959,PC4A7B00C,Wed,Aug,4,10:01:57,2021
800,220910,car,2,VC965,PTC,1.36,4746,PC0514825,Tue,Aug,17,17:12:35,2021
801,5012084,car,2,VC965,PTC,6.91,4548,PC4486317,Sun,Aug,8,18:52:38,2021
802,5569123,car,2,VC965,PTP,4.14,4474,PCFEAE55E,Sat,Aug,14,15:53:28,2021
803,3952000,truck,4,VCB43,PTC,3.18,4259,PCBB65EF4,Sat,Aug,21,07:11:43,2021
804,5458820,car,2,VC965,PTP,7.1,4064,PC0B32B5B,Sun,Aug,22,00:11:22,2021
805,9023495,car,2,VC965,PTP,1.32,4889,PC3547FAD,Sat,Jul,31,19:29:50,2021
806,6520742,truck,4,VCB43,PTC,7.72,4263,PCD6DBA1D,Sat,Jul,31,22:33:57,2021
807,2898863,car,2,VC965,PTC,2.18,4595,PC64281F6,Thu,Aug,5,18:54:26,2021
808,31077,truck,4,VCB43,PTE,6.97,4423,PCF9F4940,Fri,Jul,30,01:43:07,2021
809,7216705,car,2,VC965,PTP,0.59,4673,PC66E7418,Mon,Aug,16,22:14:26,2021
810,9763768,car,2,VC965,PTE,6.39,4314,PC7E9E8F3,Sat,Aug,21,18:10:35,2021
811,3297525,truck,4,VCB43,PTE,1.24,4446,PC7F1A5B9,Fri,Aug,6,06:30:51,2021
812,2283399,car,2,VC965,PTP,4.34,4750,PCD987A9D,Tue,Aug,17,01:36:06,2021
813,1947468,car,2,VC965,PTE,1.6,4909,PCDED6F20,Sun,Aug,22,17:22:04,2021
814,9936661,car,2,VC965,PTE,1.96,4693,PCB4CDDA5,Thu,Aug,19,00:31:42,2021
815,4538394,truck,4,VCB43,PTP,4.22,4748,PCF2ECD29,Sun,Aug,8,04:41:29,2021
816,5732880,car,2,VC965,PTP,0.24,4595,PC64281F6,Sun,Aug,15,18:41:27,2021
817,5928145,van,2,VCD2F,PTC,3.72,4900,PCFE8B604,Sun,Aug,8,05:10:24,2021
818,8334389,truck,4,VCB43,PTE,1.62,4319,PCAD79413,Thu,Aug,5,01:34:30,2021
819,2390148,truck,4,VCB43,PTC,2.47,4749,PC65C93B7,Fri,Aug,6,22:17:40,2021
820,1952095,car,2,VC965,PTP,5.59,4650,PC544AE70,Sat,Aug,7,01:41:01,2021
821,3422458,car,2,VC965,PTC,5.05,4628,PC34C1DCB,Tue,Aug,3,19:17:49,2021
822,5456755,car,2,VC965,PTE,4.78,4307,PC87D90FE,Wed,Aug,4,16:57:12,2021
823,3288507,car,2,VC965,PTP,4.2,4699,PC2C1B987,Wed,Aug,18,18:08:34,2021
824,1125573,car,2,VC965,PTE,3.52,4289,PCF621E92,Sat,Jul,31,04:11:38,2021
825,1837039,car,2,VC965,PTC,0.4,4427,PCD70DDDF,Tue,Aug,3,08:45:22,2021
826,3011480,car,2,VC965,PTP,3.13,4543,PC74F5EBA,Sun,Aug,15,06:23:32,2021
827,280635,car,2,VC965,PTP,6.19,4260,PC1A4796C,Fri,Aug,13,16:03:06,2021
828,6779526,truck,4,VCB43,PTC,4.71,4227,PCD8346A6,Mon,Aug,2,07:25:00,2021
829,427799,car,2,VC965,PTE,2.89,4491,PCA52F720,Mon,Aug,9,19:27:54,2021
830,8005001,car,2,VC965,PTC,1.43,4207,PC76EDF79,Sun,Aug,8,13:48:00,2021
831,4564367,car,2,VC965,PTE,6.58,4595,PC64281F6,Mon,Aug,16,17:09:26,2021
832,1431403,van,2,VCD2F,PTC,6.42,4146,PCF91266E,Thu,Aug,5,03:54:21,2021
833,1385411,car,2,VC965,PTC,4.22,4947,PCE4A44BE,Fri,Aug,6,06:37:01,2021
834,558511,car,2,VC965,PTP,7.46,4350,PCEDD7E85,Wed,Aug,18,01:20:18,2021
835,9472473,truck,4,VCB43,PTP,0.71,4585,PCF3AE602,Thu,Aug,19,04:55:29,2021
836,8487290,car,2,VC965,PTC,2.01,4741,PC85A4D4B,Sun,Aug,15,03:10:05,2021
837,133448,car,2,VC965,PTC,2.66,4065,PC3B514E2,Sun,Aug,8,00:29:07,2021
838,3665356,truck,4,VCB43,PTC,5.84,4936,PC7157CF3,Sat,Aug,21,03:36:52,2021
839,6214152,truck,4,VCB43,PTE,8.19,4340,PC3A6DBC9,Thu,Aug,5,13:24:02,2021
840,6683644,van,2,VCD2F,PTP,1.55,4323,PC1D9ADA9,Wed,Aug,4,15:43:30,2021
841,9406868,car,2,VC965,PTP,7.58,4246,PC95F5F6B,Sun,Aug,1,23:51:55,2021
842,825763,car,2,VC965,PTE,0.88,4729,PC5170BF4,Sun,Aug,15,07:08:16,2021
843,3920452,truck,4,VCB43,PTC,7.87,4848,PCF0FC9B2,Fri,Aug,20,01:07:43,2021
844,5061569,truck,4,VCB43,PTE,0.67,4745,PC6397888,Sat,Aug,7,02:09:52,2021
845,7368048,car,2,VC965,PTE,6.19,4115,PCF5D4B0A,Mon,Aug,16,13:36:46,2021
846,9167592,truck,4,VCB43,PTC,6.81,4256,PC9DD0BBD,Sat,Aug,21,18:58:14,2021
847,1062258,truck,4,VCB43,PTP,6.98,4477,PCA857A23,Mon,Aug,2,07:00:56,2021
848,6322236,car,2,VC965,PTE,5.27,4162,PC51A39A7,Sat,Aug,14,17:37:12,2021
849,2468245,van,2,VCD2F,PTC,6.61,4812,PC22D9C6D,Fri,Aug,6,21:58:36,2021
850,3811233,car,2,VC965,PTP,8.18,4070,PCEECA8B2,Sat,Aug,21,13:15:28,2021
851,1758814,van,2,VCD2F,PTE,5.68,4548,PC4486317,Mon,Aug,16,04:37:40,2021
852,2190563,truck,4,VCB43,PTE,1.99,4394,PCD3A817A,Thu,Jul,29,16:54:12,2021
853,191673,car,2,VC965,PTC,8.12,4944,PC41EEC34,Sun,Aug,8,15:35:43,2021
854,2525988,truck,4,VCB43,PTE,1.5,4091,PC2E099B4,Sat,Aug,14,11:15:46,2021
855,6668490,car,2,VC965,PTP,4.78,4229,PCD0DDD3D,Sat,Jul,31,10:38:43,2021
856,844339,truck,4,VCB43,PTE,7.35,4587,PC576A3BA,Tue,Aug,17,08:03:40,2021
857,8154584,car,2,VC965,PTP,5.31,4657,PCC591410,Sun,Aug,8,09:30:31,2021
858,3475854,truck,4,VCB43,PTE,7.35,4347,PC3EC1FDF,Thu,Aug,12,11:19:06,2021
859,2937846,car,2,VC965,PTP,5.47,4588,PC3172195,Fri,Jul,30,04:55:50,2021
860,343263,van,2,VCD2F,PTP,0.88,4847,PCD546332,Thu,Aug,5,20:42:39,2021
861,2109085,car,2,VC965,PTE,4.69,4490,PC89C1789,Fri,Aug,13,18:06:24,2021
862,8516395,car,2,VC965,PTP,3.42,4651,PC12D9486,Wed,Aug,18,14:50:19,2021
863,6150958,car,2,VC965,PTP,1.19,4667,PCD540B2F,Wed,Aug,4,04:50:32,2021
864,414949,van,2,VCD2F,PTE,3.17,4064,PC0B32B5B,Sun,Aug,22,14:26:46,2021
865,5049185,car,2,VC965,PTP,5.54,4932,PC46C4A27,Sun,Aug,22,09:57:09,2021
866,8618898,car,2,VC965,PTP,6.03,4149,PC99F9ABD,Fri,Aug,13,08:07:21,2021
867,6909477,car,2,VC965,PTP,2.2,4639,PC879E7AB,Tue,Aug,17,09:16:36,2021
868,1644638,car,2,VC965,PTC,2.75,4698,PC8BCEB19,Tue,Aug,17,17:01:44,2021
869,8732489,car,2,VC965,PTC,6.47,4939,PCF263A5E,Wed,Aug,18,16:28:13,2021
870,803701,car,2,VC965,PTE,5.52,4231,PC016D687,Sat,Jul,31,22:44:46,2021
871,8922075,car,2,VC965,PTC,1.68,4683,PC96978C6,Fri,Jul,30,04:31:04,2021
872,8132269,car,2,VC965,PTC,0.19,4794,PC4E1366E,Sun,Aug,22,08:11:59,2021
873,7321426,truck,4,VCB43,PTE,5.22,4632,PCC1FFE5B,Fri,Aug,6,00:32:27,2021
874,3138897,truck,4,VCB43,PTE,8.06,4242,PCECC4DE2,Sun,Aug,8,04:27:12,2021
875,7158326,car,2,VC965,PTE,6.0,4424,PC51E7EF8,Wed,Aug,11,14:29:06,2021
876,4824422,car,2,VC965,PTC,0.86,4301,PC540E129,Thu,Aug,12,13:19:41,2021
877,6076426,van,2,VCD2F,PTC,2.27,4681,PCBEB4D23,Thu,Aug,5,21:55:03,2021
878,2087111,car,2,VC965,PTE,2.03,4847,PCD546332,Mon,Aug,9,04:59:28,2021
879,6881195,van,2,VCD2F,PTP,4.95,4488,PC19D06B0,Fri,Aug,20,10:19:35,2021
880,8853927,car,2,VC965,PTC,0.94,4762,PC1A3D20B,Wed,Aug,4,12:47:51,2021
881,623284,car,2,VC965,PTP,7.81,4600,PCB99E8F9,Wed,Aug,4,23:22:39,2021
882,1530403,car,2,VC965,PTE,2.66,4930,PC22F748B,Sun,Aug,8,00:43:57,2021
883,9760697,car,2,VC965,PTP,5.2,4912,PC526B1EC,Fri,Jul,30,00:54:55,2021
884,6151069,car,2,VC965,PTC,7.91,4487,PCA92F2BD,Wed,Aug,4,01:34:23,2021
885,7421325,truck,4,VCB43,PTE,3.18,4990,PCFE28E92,Wed,Aug,11,05:48:06,2021
886,2099429,car,2,VC965,PTC,1.18,4898,PC0AE9E1B,Fri,Aug,6,05:21:05,2021
887,6721597,car,2,VC965,PTC,4.33,4560,PC5030572,Sun,Aug,15,17:27:41,2021
888,6466023,car,2,VC965,PTE,7.19,4057,PC4B0DCD2,Sun,Aug,8,08:24:43,2021
